run_id,timestamp,dataset,n_samples,n_features,imbalance_ratio,ir_group,method,method_family,base_classifier,ensemble_size,tuning_mode,fold,metric,value,fit_seconds,status,notes
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,2,auprc,0.6392857142857142,0.0323641300201416,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,2,macro_f1,0.799749687108886,0.0323641300201416,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,2,balanced_accuracy,0.7772727272727273,0.0323641300201416,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,3,auprc,0.4891666666666667,0.0268061161041259,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,3,macro_f1,0.7046153846153846,0.0268061161041259,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,3,balanced_accuracy,0.740909090909091,0.0268061161041259,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,4,auprc,0.4204166666666666,0.0241508483886718,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,4,macro_f1,0.6389743589743591,0.0241508483886718,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,4,balanced_accuracy,0.6681818181818182,0.0241508483886718,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,5,auprc,0.3509814049586777,0.0214924812316894,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,5,macro_f1,0.5151515151515151,0.0214924812316894,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,5,balanced_accuracy,0.5151515151515151,0.0214924812316894,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,logistic_regression,10,library_defaults,1,auprc,0.6081835044750645,0.0328106880187988,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,logistic_regression,10,library_defaults,1,macro_f1,0.5814634146341464,0.0328106880187988,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,logistic_regression,10,library_defaults,1,balanced_accuracy,0.5909090909090908,0.0328106880187988,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,logistic_regression,10,library_defaults,2,auprc,0.6834920634920634,0.0377843379974365,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,logistic_regression,10,library_defaults,2,macro_f1,0.681063122923588,0.0377843379974365,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,logistic_regression,10,library_defaults,2,balanced_accuracy,0.6863636363636363,0.0377843379974365,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,logistic_regression,10,library_defaults,3,auprc,0.6507953497582197,0.0386440753936767,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,logistic_regression,10,library_defaults,3,macro_f1,0.5733333333333333,0.0386440753936767,ok,
